Country,Region,Income_Level,Population_Millions,Import_Dependency_Percentage,Export_Revenue_Billion_USD,Year,GDP_Growth_Rate,Inflation_Rate,Food_Inflation_Rate,Fuel_Price_Index,Currency_Exchange_Rate_vs_USD,Forex_Reserves_Billion_USD,External_Debt_to_GDP,Interest_Rate,Government_Spending_Pct_GDP,Money_Supply_Growth,Unemployment_Rate,Poverty_Rate,War_Conflict_Flag,Political_Instability_Score,Supply_Chain_Disruption_Score,Oil_Dependency_Score,Tourism_Revenue_Loss_Pct,Global_Trade_Disruption_Index,Grocery_Price_Index,Transportation_Cost_Index,Travel_Cost_Index,Housing_Cost_Index,Consumer_Purchasing_Power,Currency_Devaluation_Percentage,Sovereign_Default_Risk_Score,Economic_Collapse_Probability,Inflation_Crisis_Level,Recovery_Potential_Score,Is_Future_Prediction,Policy_Intervention_Flag,Composite_Risk_Score,High_Risk_Flag,Debt_to_Forex_Ratio,Economic_Status
Pakistan,South Asia,Lower-Middle,230,40,30,2018,3.78,14.46,17.37,67.6,522.196,17.46,95.2,13.75,37.5,17.4,10.1,34.2,0,2,3,7,0,4.7,120.4,94.9,124.1,117.7,89.1,3.28,16.3,58.58,Medium,50.6,0,0,31.65,0,5.45,Moderate
Pakistan,South Asia,Lower-Middle,230,40,30,2019,3.21,10.94,10.3,56.3,543.215,18.87,96.2,15.67,35.2,11.2,7,34.5,0,4,2,7,3.7,2,115.5,87.1,100.2,119.3,92.6,4.03,25.6,61.28,Medium,47.2,0,0,40.17,0,5.1,Moderate
Pakistan,South Asia,Lower-Middle,230,40,30,2020,0.98,14.83,16.02,22.3,567.696,18.26,98.5,11.33,31.6,22.6,3.1,38.8,0,4,4,7,9.5,6.4,124.7,63.3,100,130.4,88.1,4.51,21.8,68.15,Medium,52.4,0,0,41.64,0,5.39,Moderate
Pakistan,South Asia,Lower-Middle,230,40,30,2021,5.72,13.99,16.43,101.8,580.719,18.46,97.6,7.63,37.2,15.3,8.8,36.2,0,3,4,7,7.1,6.5,129,119.3,121.3,132.9,93,2.29,21.4,59.32,Medium,46.5,0,1,36.16,0,5.28,Moderate
Pakistan,South Asia,Lower-Middle,230,40,30,2022,7.99,27,26.53,201.4,837.463,15.04,106.5,18.8,40.5,37.6,6.5,40.6,0,8,8,7,31.3,6.6,161.1,170.5,194.9,166.3,87.1,44.21,29.9,78.1,High,36.7,0,0,60.38,1,7.08,In Crisis
Pakistan,South Asia,Lower-Middle,230,40,30,2023,4.05,35,44.93,111,1291.246,11.93,116.6,21.69,41.6,42.7,9.2,42.5,0,8,7,7,30.3,6.8,205.5,121.6,171.5,184.3,73.5,54.19,35.6,85.96,High,26.6,0,0,65.47,1,9.77,In Crisis
Pakistan,South Asia,Lower-Middle,230,40,30,2024,4.76,7.33,7.98,75.7,1342.838,16.88,116.7,10.89,38,10.3,7,38.3,0,2,4,7,0.2,2.5,111.2,96,102.6,98.7,97.8,4,15.7,60.91,Medium,60.6,0,0,32.09,0,6.91,Moderate
Pakistan,South Asia,Lower-Middle,230,40,30,2025,4.55,10.14,13.17,79.7,1365.156,16.88,117.2,16.77,37.5,9.1,8.4,36.2,0,3,4,7,0,4.3,108.6,105.9,111.5,114.9,94.5,1.66,19.7,99,Medium,95,0,0,46.06,1,6.94,In Crisis
Pakistan,South Asia,Lower-Middle,230,40,30,2026,3.33,7.55,6.48,86.7,1429.485,16.88,117.1,17.52,36.3,6.8,8,39.2,0,2,1,7,0,3.2,105.6,105.3,103,103.7,95,4.71,17.9,99,Medium,95,1,0,42.21,1,6.93,In Crisis
Pakistan,South Asia,Lower-Middle,230,40,30,2027,2.65,7.99,7.2,90.6,1479.873,16.88,117.2,11.92,32.8,12,7.4,37.1,0,3,2,7,12.2,3.9,107.6,114.7,116.9,102.1,93.9,3.52,21.4,99,Medium,95,1,0,46.16,1,6.94,In Crisis
Pakistan,South Asia,Lower-Middle,230,40,30,2028,5.19,10.49,13.3,97.3,1515.481,16.88,119,15.39,36.9,11.5,6.9,33.9,0,3,2,7,0,2.2,122.1,108.7,120.7,110.6,95.9,2.41,19.4,99,Medium,95,1,1,46.12,1,7.05,In Crisis
Pakistan,South Asia,Lower-Middle,230,40,30,2029,2,12.73,11.99,100.6,1563.178,16.88,120.8,12.48,37.7,16.7,6.5,35.4,0,1,1,7,0.4,2.8,122.9,108.8,127.1,136.2,89.6,3.15,14.2,99,Medium,95,1,0,39.25,1,7.15,In Crisis
Pakistan,South Asia,Lower-Middle,230,40,30,2030,1.13,13.4,14.03,99.2,1629.066,16.88,123.4,10.75,42.2,13.8,11.7,35.4,0,3,4,7,0.3,4.3,124,118.8,117.8,131.5,85.1,4.22,18.5,99,Medium,95,1,0,46.56,1,7.31,In Crisis
Pakistan,South Asia,Lower-Middle,230,40,30,2031,3.5,3.82,4.57,97.3,1680.482,16.88,122.2,15.44,40,2,6.4,36.4,0,3,3,7,0,3.4,101.3,108.7,101.5,93.4,99,3.16,16.3,99,Low,95,1,0,44.51,1,7.24,In Crisis
Pakistan,South Asia,Lower-Middle,230,40,30,2032,4.27,8.66,10.96,103,1707.414,16.88,121.8,13.05,37.9,7.6,13,37.7,0,4,3,7,0,3.9,113.1,116.8,126.8,105.1,93,1.6,22.9,99,Medium,95,1,0,49.86,1,7.21,In Crisis
Pakistan,South Asia,Lower-Middle,230,40,30,2033,3.53,10.65,11.27,97.8,1765.546,16.88,124.5,16.72,36.3,13.8,4.2,35.9,0,6,1,7,0,3.6,107.6,120,120.4,112.2,94.7,3.4,27.7,99,Medium,95,1,0,57.5,1,7.37,In Crisis
Pakistan,South Asia,Lower-Middle,230,40,30,2034,2.33,6.58,7.36,100.9,1839.452,16.88,124.7,13.53,36.1,11.6,4.1,36.4,0,6,1,7,5.5,1,112.1,117.5,112.9,123,96.2,4.19,26.6,99,Medium,95,1,0,56.62,1,7.38,In Crisis
Pakistan,South Asia,Lower-Middle,230,40,30,2035,2.9,8.83,12.78,105.5,1904.963,16.88,127.2,17,29.6,13.3,5.8,37.4,0,2,1,7,6.4,1.2,114.6,112.1,111.9,109.6,94.4,3.56,17.5,99,Medium,95,1,1,42.81,1,7.53,In Crisis
Bangladesh,South Asia,Lower-Middle,168,25,50,2000,5.7,5.99,7.91,59.3,88,32.43,40.4,9.16,29.6,8.1,5.9,26.9,0,4,3,4,0,3.2,110,89.6,89.4,118.7,100.8,0,15,21.98,Medium,50,0,0,24.16,0,1.25,Moderate
Bangladesh,South Asia,Lower-Middle,168,25,50,2001,8.05,8.73,10.81,50.2,89.567,33.6,42.8,6.74,34.1,8.5,3.3,22.7,0,1,2,4,5.8,4.2,104.2,82.2,100.1,107.1,103.4,1.78,12.1,18.59,Medium,67.8,0,1,14.12,0,1.27,Moderate
Bangladesh,South Asia,Lower-Middle,168,25,50,2002,6.26,7,6.75,47,92.038,32.43,44.4,9.03,26.3,8.7,6.7,21.5,0,3,1,4,0,2,108.9,81.5,88.1,101.9,100.4,2.76,5.6,22.31,Medium,57.8,0,0,19.25,0,1.37,Moderate
Bangladesh,South Asia,Lower-Middle,168,25,50,2003,5.51,7.32,9.27,56.6,94.506,30.3,45.4,8.17,34.3,14.8,3,23.5,0,2,3,4,5.1,3.9,114.1,91.4,88.7,115.8,100.9,2.68,13.6,22.1,Medium,59.1,0,0,18.29,0,1.5,Moderate
Bangladesh,South Asia,Lower-Middle,168,25,50,2004,6.22,6.04,6.82,66.3,96.31,33,47.1,9.04,31,10.3,5.7,19.8,0,4,2,4,6.7,2.1,103.7,101.6,94.1,99.1,101.6,1.91,18.1,23.9,Medium,63.2,0,0,25.76,0,1.43,Moderate
Bangladesh,South Asia,Lower-Middle,168,25,50,2005,7.85,9.03,11.85,70.6,99.77,32.64,47.1,9.03,30.4,16.1,8.1,25.7,0,3,3,4,7.9,2.7,114.9,81.7,102.8,117,100.5,3.59,8.6,23.85,Medium,60.6,0,0,20.82,0,1.44,Moderate
Bangladesh,South Asia,Lower-Middle,168,25,50,2006,5.89,5.19,6.43,74.9,101.488,34.04,48.6,8.4,26.4,4.8,6.8,22.7,0,4,2,4,0,2.4,102.8,94.4,97.4,103.8,101.3,1.72,11.4,23.48,Medium,52.2,0,0,23.93,0,1.43,Moderate
Bangladesh,South Asia,Lower-Middle,168,25,50,2007,5.91,6.86,9.43,79.3,103.191,32.67,48.8,7.5,25.6,7.2,3.5,21.4,0,3,3,4,1.5,5.6,102.8,97.5,98.8,109.4,101.6,1.68,9.4,24.01,Medium,58.3,0,0,20.82,0,1.49,Moderate
Bangladesh,South Asia,Lower-Middle,168,25,50,2008,4.52,5.69,6.72,116.6,105.618,31.6,50.5,10.68,33.5,6.7,4.8,22.7,0,2,6,4,0,7.8,106.1,124.4,117.9,109.9,99.8,2.35,4.1,22.73,Medium,54.5,0,0,16.09,0,1.6,Moderate
Bangladesh,South Asia,Lower-Middle,168,25,50,2009,5.37,6.39,8.88,36.6,107.073,30.48,52.7,11,27.7,5.9,4.5,23.4,0,5,7,4,1.8,6.6,103.4,75.4,77.8,120.3,100.7,1.38,12.7,29.59,Medium,49.3,0,1,29.17,0,1.73,Moderate
Bangladesh,South Asia,Lower-Middle,168,25,50,2010,5.18,7.5,7.34,74.6,110.425,30.01,52.6,7.45,34.7,7.1,7.4,24.4,0,3,1,4,2.3,1.7,110.9,98.8,101.3,104.5,98.1,3.13,9.7,27.15,Medium,56.1,0,0,21.97,0,1.75,Moderate
Bangladesh,South Asia,Lower-Middle,168,25,50,2011,5.65,5.56,5.63,127.6,113.269,30.07,51.9,3.93,31.6,8.2,3.8,24.9,0,2,2,4,0,5.5,108.6,126.6,122.1,107.5,102.1,2.58,3.6,22.19,Medium,61.8,0,0,15.88,0,1.73,Moderate
Bangladesh,South Asia,Lower-Middle,168,25,50,2012,5.57,6.52,7.76,92.3,115.6,30.9,50.5,7.48,33,8.1,4.2,21.7,0,4,2,4,6.5,3.3,106.4,103.7,111.7,114.3,101,2.06,19.6,26.62,Medium,50.7,0,0,27.06,0,1.63,Moderate
Bangladesh,South Asia,Lower-Middle,168,25,50,2013,5.71,5.88,7.16,91.3,118.294,31.58,52.1,6.75,29.6,9,6.7,23.1,0,4,4,4,0,2.1,110,103.8,105.1,94.1,100.5,2.33,12.9,26.17,Medium,57.2,0,0,25.25,0,1.65,Moderate
Bangladesh,South Asia,Lower-Middle,168,25,50,2014,5.93,1.12,1.3,30.1,121.989,33.18,52.3,9.01,30.2,2.4,3.1,27.5,0,2,4,4,0,3.9,82.8,65.9,69.2,91.1,106.4,3.12,6.2,13.7,Low,66.4,0,0,13.76,0,1.58,Strong
Bangladesh,South Asia,Lower-Middle,168,25,50,2015,3.03,6.18,5.72,19.8,125.584,33.56,54.5,8.51,38.2,12,6.1,24.4,0,4,4,4,3.9,3.4,105,55.6,73.5,107,96.6,2.95,14.7,30.08,Medium,41.3,0,0,26.85,0,1.62,Moderate
Bangladesh,South Asia,Lower-Middle,168,25,50,2016,4.57,6.14,7.68,38.5,128.85,33.61,53.5,8.95,26.8,5.6,4.2,27.8,0,1,3,4,5.2,0.1,95.7,80.5,83.3,107.1,99.8,2.6,12.2,22.38,Medium,52.7,0,0,15.24,0,1.59,Moderate
Bangladesh,South Asia,Lower-Middle,168,25,50,2017,5.32,6.99,10.07,48.1,131.624,35.91,52.3,7.43,31.5,5.5,5.4,24.9,0,3,1,4,0,2.5,102.7,83.1,86.3,110.4,99.7,2.15,13.6,25.72,Medium,53,0,0,22.49,0,1.46,Moderate
Bangladesh,South Asia,Lower-Middle,168,25,50,2018,5.12,6.4,8.59,55.2,135.698,35.67,52.6,7.71,30,7.4,2.3,22.6,0,1,5,4,0,3.8,99.9,82.3,93.9,98.9,101.4,3.1,7,21.73,Medium,62,0,0,13.77,0,1.47,Moderate
Bangladesh,South Asia,Lower-Middle,168,25,50,2019,8.63,6.03,7.51,55.1,137.921,39.32,52.5,9.27,31.9,7.1,3.5,24.7,0,3,3,4,6.1,3,101.8,91.1,92.8,91.8,106.4,1.64,8.8,21.37,Medium,61.1,0,0,20.07,0,1.33,Moderate
Bangladesh,South Asia,Lower-Middle,168,25,50,2020,-1.23,9.37,11.07,22.6,140.516,41.74,55,9.31,32.4,5.6,6.8,25.7,0,1,5,4,3.2,7.7,121.4,70.9,82.1,118.8,87.3,1.88,5,31.48,Medium,50.6,0,0,16.28,0,1.32,Contracting
Bangladesh,South Asia,Lower-Middle,168,25,50,2021,6.69,9.2,11.5,84.5,143.251,44.49,57.4,7.88,25.8,15.5,3.8,25,0,2,5,4,7.7,8.2,103.1,109.3,110.6,112.2,100.8,1.95,10.9,25.97,Medium,60.8,0,0,19.47,0,1.29,Moderate
Bangladesh,South Asia,Lower-Middle,168,25,50,2022,3.97,10.35,11.87,200,144.861,44.62,57.1,7.47,27.3,12.7,5.9,22.6,0,2,2,4,12.6,5,120.3,170.2,144.2,115.4,94.7,1.12,8.1,29.63,Medium,47.1,0,0,19.84,0,1.28,Moderate
Bangladesh,South Asia,Lower-Middle,168,25,50,2023,6.48,7.17,7.61,88.1,146.815,44.33,57.8,9.13,33.9,10.2,4.2,22.1,0,1,4,4,0,4.7,101.5,101.1,100.2,106.4,101.9,1.35,11.8,22.45,Medium,66.7,0,0,15.53,0,1.3,Moderate
Bangladesh,South Asia,Lower-Middle,168,25,50,2024,8,3.85,5.31,75.4,151.95,44.13,57.9,5.06,28.1,2.6,3.8,20.9,0,4,1,4,0,3.2,94.7,99.4,96.8,105.5,107,3.5,15,21.87,Low,65.5,0,0,24.69,0,1.31,Strong
Bangladesh,South Asia,Lower-Middle,168,25,50,2025,6.68,8.13,7.84,80,156.986,46.34,61,9.4,33.3,9.6,4,22.5,0,1,4,4,0,2.1,116.2,103.5,107.7,104.9,101.5,3.31,6.8,24.23,Medium,70.8,0,0,15.03,0,1.32,Moderate
Bangladesh,South Asia,Lower-Middle,168,25,50,2026,8.24,6.34,8.89,86,160.928,49.28,60.1,7.87,34.2,8.7,1.7,26.1,0,4,3,4,0.7,2.2,100.4,104.7,95.8,113.2,106.4,2.51,15.9,25.74,Medium,62.8,1,0,26.37,0,1.22,Moderate
Bangladesh,South Asia,Lower-Middle,168,25,50,2027,7.02,7.07,8.55,89.4,165.923,51.61,63,9.18,31.2,10.1,4.2,24.5,0,2,2,4,0.2,2.7,110.6,109.2,103.3,121,102.8,3.1,14.9,24.88,Medium,64,1,0,20.16,0,1.22,Moderate
Bangladesh,South Asia,Lower-Middle,168,25,50,2028,6.56,8.71,9.88,94.4,169.28,51.54,66.2,6.56,27.9,13.8,7.6,24.7,0,1,5,4,5.3,3.9,106.4,102.9,118.9,117,99.1,2.02,7.1,26.4,Medium,66,1,1,15.99,0,1.28,Moderate
Bangladesh,South Asia,Lower-Middle,168,25,50,2029,8.68,3.87,4.99,107.3,172.312,51.5,67.1,11.37,27.7,7.1,3,26.2,0,3,1,4,4.6,3.9,88.9,117.7,114.2,106,108.4,1.79,13.3,22.13,Low,61.6,1,0,21.79,0,1.3,Strong
Bangladesh,South Asia,Lower-Middle,168,25,50,2030,6.61,5.58,5.17,98.3,176.967,56.81,68.4,6.61,31.2,4.9,2.9,26.5,0,5,3,4,2.2,2.3,109.7,114.4,107.8,102.3,104,2.7,16.7,30.91,Medium,56.8,1,0,31.16,0,1.2,Moderate
Bangladesh,South Asia,Lower-Middle,168,25,50,2031,6.26,3.92,3.38,91.8,179.775,55.51,71.1,8.09,32.5,2.5,5.4,24.8,0,2,1,4,10.8,2.5,104,116.1,94.1,94.1,103.6,1.59,10.9,23.65,Low,58.5,1,0,18.78,0,1.28,Strong
Bangladesh,South Asia,Lower-Middle,168,25,50,2032,8.16,4.98,5.16,103,185.019,56.8,70.4,10.96,30.7,7.3,4.9,23.8,0,1,3,4,0,3,107.4,125.2,107.1,108.9,105.8,2.92,11.5,21.59,Low,70.9,1,0,15.54,0,1.24,Strong
Bangladesh,South Asia,Lower-Middle,168,25,50,2033,5.97,6.29,7.04,114.8,188.536,55.92,70.3,7.33,32.3,10.9,5.4,21.4,0,2,3,4,4.7,4.6,106,123,107.6,116.7,101.2,1.9,12.7,27.31,Medium,69,1,0,20.46,0,1.26,Moderate
Bangladesh,South Asia,Lower-Middle,168,25,50,2034,7.08,7.6,9.99,99.4,191.604,57.53,71.3,9.3,29.3,2,5.3,27.2,0,1,2,4,10.3,2.2,103.8,109.7,110.9,107.7,101.9,1.63,6.5,26.12,Medium,66.5,1,0,15.86,0,1.24,Moderate
Bangladesh,South Asia,Lower-Middle,168,25,50,2035,5.54,9.05,14.29,108.8,197.379,35.67,70.7,8.08,34.5,15,5.3,23.1,0,2,2,4,0,2.2,112.4,112,116,104.8,98.4,3.01,15.4,30.95,Medium,50.2,1,0,22.48,0,1.98,Moderate
Nepal,South Asia,Low,30,55,7,2000,3.9,3.83,4.2,59.5,130,9.6,39.4,7.08,35.1,2.7,2.8,24.3,0,3,2,3,0.2,2.1,99,97.4,93.5,101.7,101.4,0,10,25.59,Low,51.2,0,0,20.44,0,4.1,Moderate
Nepal,South Asia,Low,30,55,7,2001,1.44,6.83,8.11,47.4,132.478,10.21,40,8.29,36.5,6.5,9.4,21.5,0,3,2,3,0,5.4,107.6,86.8,79.5,113.6,92,1.91,3.5,33.31,Medium,42.7,0,0,21.23,0,3.91,Moderate
Nepal,South Asia,Low,30,55,7,2002,1.25,3.77,5.65,51.8,135.317,9.6,43.6,6.24,33.7,8.9,9.2,26.4,0,2,2,3,0,2.1,98,90.3,90.7,93.3,94.3,2.14,13.1,27.74,Low,52.3,0,0,18.96,0,4.54,Moderate
Nepal,South Asia,Low,30,55,7,2003,1.65,6.07,10.33,48.8,138.27,9.94,45.2,7.93,34.3,6.4,5.8,22.4,0,1,1,3,6.6,2.5,109.2,86.1,89.9,109.5,94.7,2.18,10.7,29.94,Medium,55.1,0,0,16.33,0,4.54,Moderate
Nepal,South Asia,Low,30,55,7,2004,2.09,5.97,6.17,57.4,140.692,9.45,47.2,7.7,27.2,10.9,9.8,22.6,0,1,1,3,5.7,3.3,98.3,92.6,90.9,116,93.5,1.75,9.4,30.22,Medium,66.2,0,0,16.16,0,4.99,Moderate
Nepal,South Asia,Low,30,55,7,2005,4.5,5.12,5.3,68.5,145.373,9.54,48.9,5.62,30.7,9.7,4.4,27.2,0,2,3,3,4.5,3.3,100.9,92.2,97.6,110.8,100.5,3.33,11.9,29.13,Medium,51.8,0,0,19.47,0,5.12,Moderate
Nepal,South Asia,Low,30,55,7,2006,1.03,5.58,8.81,71.5,147.904,9.92,48.9,6.67,30.1,6.1,4.7,26.2,0,2,4,3,0,2.4,103.8,96.2,96.1,109.4,94.7,1.74,9.4,33.6,Medium,52.2,0,0,20.03,0,4.92,Moderate
Nepal,South Asia,Low,30,55,7,2007,2.33,5.93,7.37,82.1,150.807,10.17,49.7,8.1,35.2,3.3,4.3,25.3,0,3,1,3,3.7,2.2,103.6,112.3,100.9,101.5,96.6,1.96,13,35.31,Medium,51.1,0,0,24.45,0,4.88,Moderate
Nepal,South Asia,Low,30,55,7,2008,2.51,8.7,11.96,116.2,154.805,10.19,50.2,7.75,35.4,10,5.7,27.4,0,1,3,3,7.2,6.4,112,127.9,124.9,107.4,94,2.65,15.8,34.61,Medium,56.4,0,0,19.42,0,4.92,Moderate
Nepal,South Asia,Low,30,55,7,2009,3.09,7.44,8.46,34.9,158.494,10.73,49.9,6.57,32.4,2.5,8.9,23.2,0,2,4,3,11.1,9.4,104.7,79.7,89,111.4,94.2,2.38,5.8,34.44,Medium,47.3,0,0,19.67,0,4.65,Moderate
Nepal,South Asia,Low,30,55,7,2010,7.46,5.2,6.13,74.6,163.466,10.01,48.9,9.02,30.2,5.8,7.2,26,0,1,1,3,0,1.6,104.9,92.6,88.1,106.7,103.4,3.14,10,24.36,Medium,65.3,0,0,14.82,0,4.88,Moderate
Nepal,South Asia,Low,30,55,7,2011,4.48,7.23,8.92,120.9,166.899,9.01,48.9,8.18,32.6,8.6,3.1,23.8,0,4,2,3,0,4,103.2,114.7,121.3,126.9,99.4,2.1,14.8,36.88,Medium,49.7,0,1,28.45,0,5.42,Moderate
Nepal,South Asia,Low,30,55,7,2012,4.03,3.89,5.68,93.9,170.063,9.53,49.3,8.05,33,3,4.5,21.5,0,1,1,3,1.6,2.5,86.3,107.9,102.6,99.6,100.7,1.9,4.4,25.55,Low,53.3,0,0,13.54,0,5.17,Strong
Nepal,South Asia,Low,30,55,7,2013,5.95,6.47,7.23,88,173.579,9.65,49.6,6.22,33.6,10.2,6.4,23,0,1,1,3,0,1.4,98.3,105.6,101.7,112.8,100.5,2.07,8,27.92,Medium,52.5,0,0,15.43,0,5.13,Moderate
Nepal,South Asia,Low,30,55,7,2014,3.95,3.91,3.29,31,177.28,9.53,49.1,7.65,34.7,2,6.5,24.9,0,1,4,3,0,4.9,90.8,73,84.1,106.1,99.5,2.13,6.9,25.59,Low,56.4,0,0,14.16,0,5.15,Moderate
Nepal,South Asia,Low,30,55,7,2015,4.47,4.2,4.78,16.8,180.488,10.08,47.4,6.77,27.4,6.8,7.7,27.2,0,2,1,3,0,2.3,95,64.5,79.6,94.1,99.5,1.81,8.3,26.86,Low,56.5,0,0,17.79,0,4.7,Strong
Nepal,South Asia,Low,30,55,7,2016,2.82,5.49,6.35,38.8,183.736,10.3,49.5,7.77,32.5,7.1,8,22.2,0,1,1,3,0,2.2,97.8,81.2,89.3,108.2,95.8,1.8,3.2,29.58,Medium,55.7,0,0,14.49,0,4.8,Moderate
Nepal,South Asia,Low,30,55,7,2017,4.8,1.88,2.2,47.7,188.637,10.76,51,8.59,36.4,2,2.2,24.2,0,5,4,3,6.6,3.8,92.8,82.5,78.1,96.2,104.6,2.67,20.4,27.99,Low,45.3,0,0,29.93,0,4.74,Strong
Nepal,South Asia,Low,30,55,7,2018,2.89,3.16,3.93,62.2,191.91,10.02,51.5,7.23,28.1,4.3,7.1,26.9,0,5,3,3,3.4,3.8,92.7,81.3,87.9,97.7,98.3,1.74,18.5,34.26,Low,47.7,0,0,31.24,0,5.13,Moderate
Nepal,South Asia,Low,30,55,7,2019,5.14,5.6,7.15,54.6,194.725,9.95,51,4.21,38.2,8.4,8.5,36.4,0,2,4,3,0,3.1,104.5,86.9,89.6,96.3,99,1.47,11.5,30.09,Medium,54,0,0,19.79,0,5.12,Moderate
Nepal,South Asia,Low,30,55,7,2020,-0.86,9.34,11.56,20.5,201.034,9.96,53.3,8.37,32.2,12.7,5.2,27.7,0,1,7,3,16.2,7.6,119.5,62.3,79.4,118.6,88.6,3.24,9,40.79,Medium,49.8,0,0,19.51,0,5.35,Contracting
Nepal,South Asia,Low,30,55,7,2021,8.54,10.71,19.6,77.5,205.725,9.95,54.6,5.71,32.7,10.3,9.8,23.5,0,2,1,3,7.3,6.5,120.9,88.2,110.6,102.7,99.3,2.33,10.1,34.29,Medium,71.1,0,0,21.43,0,5.48,Moderate
Nepal,South Asia,Low,30,55,7,2022,1.45,9.98,6.58,179,209.698,9.95,56.1,8.28,26,14.3,3.2,23,0,2,3,3,2.6,5.1,112.5,162.9,147,116.7,92.6,1.93,17.6,99,Medium,95,0,0,39.45,1,5.63,In Crisis
Nepal,South Asia,Low,30,55,7,2023,3.41,10.14,13.79,93.9,212.678,9.95,54.2,7.7,33.7,20.6,7.9,26,0,2,2,3,4,4.1,116.4,112.2,107.8,120.2,93.1,1.42,13.7,99,Medium,95,0,0,38.41,1,5.44,In Crisis
Nepal,South Asia,Low,30,55,7,2024,4.27,6.26,7.76,66,217.598,9.95,54.7,8.02,33.3,5.4,5.5,26.5,0,1,3,3,0,2.5,98.8,88.4,97.9,110.5,98.6,2.31,4.8,99,Medium,95,0,0,32.62,1,5.49,In Crisis
Nepal,South Asia,Low,30,55,7,2025,4.17,4.9,3.91,69.7,222.019,9.95,53.7,7.18,35.3,2.8,2.2,27.6,0,4,3,3,3,2.8,105.4,91.9,90.2,116.1,101.2,2.03,13.8,99,Low,95,0,0,43.62,1,5.39,In Crisis
Nepal,South Asia,Low,30,55,7,2026,3.37,4.21,6.19,95.9,226.827,9.95,53.2,9.03,28.5,3.2,5.6,25.5,0,1,5,3,0,3.7,90,117.7,102.9,101.1,98.9,2.17,2.3,99,Low,95,1,0,31.62,1,5.34,In Crisis
Nepal,South Asia,Low,30,55,7,2027,2.43,5.55,8.66,90.2,233.883,9.95,53.2,7.01,27,2,8.5,24.8,0,2,4,3,6.4,4.9,106.1,106.1,108.3,119.5,95,3.11,11.3,99,Medium,95,1,0,37.07,1,5.34,In Crisis
Nepal,South Asia,Low,30,55,7,2028,4.37,7.36,8.96,91.8,240.302,9.95,54.5,7.75,29.5,4.2,4.7,25.2,0,3,2,3,0,1.6,97.9,104.9,113.4,108.5,98.3,2.74,11.8,99,Medium,95,1,1,40.53,1,5.47,In Crisis
Nepal,South Asia,Low,30,55,7,2029,4.02,5.48,6.91,106,245.135,9.95,54.9,8.05,24.4,5.1,4.8,24,0,6,1,3,5.5,0,99.4,115.3,113.3,108.3,99.2,2.01,22.2,99,Medium,95,1,0,51.87,1,5.51,In Crisis
Nepal,South Asia,Low,30,55,7,2030,4.03,5.7,5.72,94.2,250.677,9.95,57.3,7.21,26.2,2,4.3,22.7,0,2,4,3,7.2,5.9,92.8,108.7,109.9,121.6,99.3,2.26,9.1,99,Medium,95,1,0,36.74,1,5.75,In Crisis
Nepal,South Asia,Low,30,55,7,2031,2.26,8.58,11.02,102.2,256.204,9.95,59.5,6.21,31.7,5.7,7,21.9,0,5,2,3,0.8,3.1,118,112.9,106.8,121.1,93,2.2,15.5,99,Medium,95,1,0,47.89,1,5.97,In Crisis
Nepal,South Asia,Low,30,55,7,2032,4.52,5.85,7.27,97,262.17,9.95,58.5,8.98,34.4,6.6,5.8,36.4,0,2,4,3,0,2.1,101.1,109.9,111,109.5,99.2,2.33,4.7,99,Medium,95,1,0,35.73,1,5.87,In Crisis
Nepal,South Asia,Low,30,55,7,2033,0.2,6.01,6.05,104,268.463,9.95,58.5,6.51,31,10.8,8.3,26.9,0,3,2,3,0,3.9,104,121.9,114.6,111.6,91.3,2.4,11.5,99,Medium,95,1,0,40.45,1,5.87,In Crisis
Nepal,South Asia,Low,30,55,7,2034,2.22,4.8,4.45,101,275.408,9.95,57.7,6.83,32.1,4.8,7.5,24.6,0,3,1,3,0,3.5,101.9,114.5,106,112.5,95.7,2.59,9.1,99,Low,95,1,0,39.63,1,5.79,In Crisis
Nepal,South Asia,Low,30,55,7,2035,2.1,7.21,7.79,112.9,284.041,9.95,59.5,8.38,34.7,6.7,7.5,25.4,0,2,1,3,0.1,0.7,109.1,109.4,116,118.1,93.6,3.13,11.6,99,Medium,95,1,0,37.71,1,5.97,In Crisis
USA,Americas,High,335,14,2500,2000,0.79,2.08,1.65,63.9,1,682.56,86.6,2.82,45.5,2,4.8,13.4,0,2,3,7,0.2,3.1,94.6,91.9,83.6,99.9,97.1,0,16.6,1.68,Low,46.8,0,0,15.21,0,0.13,Moderate
USA,Americas,High,335,14,2500,2001,-0.91,2.89,2.84,53.6,1.012,703.36,85.7,2.4,39.7,5.2,8.5,14.6,0,3,3,7,0,4,90.3,85.1,82.2,96.5,92.1,1.2,12.9,2.01,Low,36.2,0,0,17.45,0,0.12,Contracting
USA,Americas,High,335,14,2500,2002,1.4,3.13,2.91,52.1,1.02,743.31,88.1,2.37,39.1,2,5,14.1,0,3,2,7,0,3.2,98.6,82.7,83.2,104.7,97.1,0.79,17.9,1.59,Low,44.8,0,0,18.75,0,0.12,Moderate
USA,Americas,High,335,14,2500,2003,2.59,1.04,1.18,55,1.034,706.8,89.4,2.78,41.3,4.8,2.2,9.7,0,1,3,7,0,3.4,85.7,76.1,70.9,96.9,102,1.37,9.4,1.07,Low,54.2,0,0,10.24,0,0.13,Moderate
